"","UniProt_ID","Function"
"286","P02778","Mechanistically, binding of CXCL10 to the CXCR3 receptor activates G protein-mediated signaling and results in downstream activation of phospholipase C-dependent pathway, an increase in intracellular calcium production and actin reorganization "
"287","P02778","In turn, recruitment of activated Th1 lymphocytes occurs at sites of inflammation "
"288","P02778","Activation of the CXCL10/CXCR3 axis plays also an important role in neurons in response to brain injury for activating microglia, the resident macrophage population of the central nervous system, and directing them to the lesion site"
"289","P02778","This recruitment is an essential element for neuronal reorganization (By similarity)"
"290","P02786","Cellular uptake of iron occurs via receptor-mediated endocytosis of ligand-occupied transferrin receptor into specialized endosomes"
"291","P02786","Endosomal acidification leads to iron release"
"292","P02786","The apotransferrin-receptor complex is then recycled to the cell surface with a return to neutral pH and the concomitant loss of affinity of apotransferrin for its receptor"
"293","P02786","Transferrin receptor is necessary for development of erythrocytes and the nervous system (By similarity)"
"294","P02786","A second ligand, the heditary hemochromatosis protein HFE, competes for binding with transferrin for an overlapping C-terminal binding site"
"295","P02786","Positively regulates T and B cell proliferation through iron uptake "
"296","P03950","Binds to actin on the surface of endothelial cells; once bound, angiogenin is endocytosed and translocated to the nucleus"
"297","P03950","Stimulates ribosomal RNA synthesis including that containing the initiation site sequences of 45S rRNA"
"298","P03950","Cleaves tRNA within anticodon loops to produce tRNA-derived stress-induced fragments (tiRNAs) which inhibit protein synthesis and triggers the assembly of stress granules (SGs)"
"299","P03950","Angiogenin induces vascularization of normal and malignant tissues"
"300","P03950","Angiogenic activity is regulated by interaction with RNH1 in vivo"
"301","P03951","Factor XI triggers the middle phase of the intrinsic pathway of blood coagulation by activating factor IX."
"302","P03956","Cleaves collagens of types I, II, and III at one site in the helical domain"
"303","P03956","Also cleaves collagens of types VII and X "
"304","P03956","In case of HIV infection, interacts and cleaves the secreted viral Tat protein, leading to a decrease in neuronal Tat's mediated neurotoxicity "
"305","P04070","Protein C is a vitamin K-dependent serine protease that regulates blood coagulation by inactivating factors Va and VIIIa in the presence of calcium ions and phospholipids "
"306","P04070","Exerts a protective effect on the endothelial cell barrier function "
"307","P04080","This is an intracellular thiol proteinase inhibitor"
"308","P04080","Tightly binding reversible inhibitor of cathepsins L, H and B."
"309","P04085","Growth factor that plays an essential role in the regulation of embryonic development, cell proliferation, cell migration, survival and chemotaxis"
"310","P04085","Potent mitogen for cells of mesenchymal origin"
"311","P04085","Required for normal lung alveolar septum formation during embryogenesis, normal development of the gastrointestinal tract, normal development of Leydig cells and spermatogenesis"
"312","P04085","Required for normal oligodendrocyte development and normal myelination in the spinal cord and cerebellum"
"313","P04085","Plays an important role in wound healing"
"314","P04085","Signaling is modulated by the formation of heterodimers with PDGFB (By similarity)"
"315","P04275","Important in the maintenance of hemostasis, it promotes adhesion of platelets to the sites of vascular injury by forming a molecular bridge between sub-endothelial collagen matrix and platelet-surface receptor complex GPIb-IX-V"
"316","P04275","Also acts as a chaperone for coagulation factor VIII, delivering it to the site of injury, stabilizing its heterodimeric structure and protecting it from premature clearance from plasma."
"317","P05089","Key element of the urea cycle converting L-arginine to urea and L-ornithine, which is further metabolized into metabolites proline and polyamides that drive collagen synthesis and bioenergetic pathways critical for cell proliferation, respectively; the urea cycle takes place primarily in the liver and, to a lesser extent, in the kidneys"
"318","P05089","Arginine metabolism is a critical regulator of innate and adaptive immune responses"
"319","P05089","Involved in an antimicrobial effector pathway in polymorphonuclear granulocytes (PMN)"
"320","P05089","Upon PMN cell death is liberated from the phagolysosome and depletes arginine in the microenvironment leading to suppressed T cell and natural killer (NK) cell proliferation and cytokine secretion "
"321","P05089","In group 2 innate lymphoid cells (ILC2s) promotes acute type 2 inflammation in the lung and is involved in optimal ILC2 proliferation but not survival (By similarity)"
"322","P05089","In humans, the immunological role in the monocytic/macrophage/dendritic cell (DC) lineage is unsure"
"323","P05107","Integrin ITGAL/ITGB2 is a receptor for ICAM1, ICAM2, ICAM3 and ICAM4"
"324","P05107","Integrin ITGAL/ITGB2 is also a receptor for the secreted form of ubiquitin-like protein ISG15; the interaction is mediated by ITGAL "
"325","P05107","Integrins ITGAM/ITGB2 and ITGAX/ITGB2 are receptors for the iC3b fragment of the third complement component and for fibrinogen"
"326","P05107","Integrin ITGAX/ITGB2 recognizes the sequence G-P-R in fibrinogen alpha-chain"
"327","P05107","Integrin ITGAM/ITGB2 recognizes P1 and P2 peptides of fibrinogen gamma chain"
"328","P05107","Integrin ITGAM/ITGB2 is also a receptor for factor X"
"329","P05107","Integrin ITGAD/ITGB2 is a receptor for ICAM3 and VCAM1"
"330","P05107","Contributes to natural killer cell cytotoxicity "
"331","P05107","Involved in leukocyte adhesion and transmigration of leukocytes including T-cells and neutrophils "
"332","P05107","Triggers neutrophil transmigration during lung injury through PTK2B/PYK2-mediated activation "
"333","P05107","Integrin ITGAL/ITGB2 in association with ICAM3, contributes to apoptotic neutrophil phagocytosis by macrophages "
"334","P05107","In association with alpha subunit ITGAM/CD11b, required for CD177-PRTN3-mediated activation of TNF primed neutrophils "
"335","P05112","Participates in at least several B-cell activation processes as well as of other cell types "
"336","P05112","It is a costimulator of DNA-synthesis"
"337","P05112","It induces the expression of class II MHC molecules on resting B-cells"
"338","P05112","It enhances both secretion and cell surface expression of IgE and IgG1"
"339","P05112","It also regulates the expression of the low affinity Fc receptor for IgE (CD23) on both lymphocytes and monocytes"
"340","P05112","Positively regulates IL31RA expression in macrophages (By similarity)"
"341","P05112","Stimulates autophagy in dendritic cells by interfering with mTORC1 signaling and through the induction of RUFY4 (By similarity)"
"342","P05113","Factor that induces terminal differentiation of late-developing B-cells to immunoglobulin secreting cells."
"343","P05121","Serine protease inhibitor"
"344","P05121","Inhibits TMPRSS7 "
"345","P05121","Is a primary inhibitor of tissue-type plasminogen activator (PLAT) and urokinase-type plasminogen activator (PLAU)"
"346","P05121","As PLAT inhibitor, it is required for fibrinolysis down-regulation and is responsible for the controlled degradation of blood clots "
"347","P05121","As PLAU inhibitor, it is involved in the regulation of cell adhesion and spreading "
"348","P05121","Acts as a regulator of cell migration, independently of its role as protease inhibitor "
"349","P05121","It is required for stimulation of keratinocyte migration during cutaneous injury repair "
"350","P05121","It is involved in cellular and replicative senescence "
"351","P05121","Plays a role in alveolar type 2 cells senescence in the lung (By similarity)"
"352","P05121","Is involved in the regulation of cementogenic differentiation of periodontal ligament stem cells, and regulates odontoblast differentiation and dentin formation during odontogenesis "
"353","P05154","Heparin-dependent serine protease inhibitor acting in body fluids and secretions"
"354","P05154","Inactivates serine proteases by binding irreversibly to their serine activation site"
"355","P05154","Involved in the regulation of intravascular and extravascular proteolytic activities"
"356","P05154","Plays hemostatic roles in the blood plasma"
"357","P05154","Acts as a procoagulant and proinflammatory factor by inhibiting the anticoagulant activated protein C factor as well as the generation of activated protein C factor by the thrombin/thrombomodulin complex"
"358","P05154","Acts as an anticoagulant factor by inhibiting blood coagulation factors like prothrombin, factor XI, factor Xa, plasma kallikrein and fibrinolytic enzymes such as tissue- and urinary-type plasminogen activators"
"359","P05154","In seminal plasma, inactivates several serine proteases implicated in the reproductive system"
"360","P05154","Inhibits the serpin acrosin; indirectly protects component of the male genital tract from being degraded by excessive released acrosin"
"361","P05154","Inhibits tissue-and urinary-type plasminogen activator, prostate-specific antigen and kallikrein activities; has a control on the sperm motility and fertilization"
"362","P05154","Inhibits the activated protein C-catalyzed degradation of SEMG1 and SEMG2; regulates the degradation of semenogelin during the process of transfer of spermatozoa from the male reproductive tract into the female tract"
