"","UniProt_ID","Biological_process","GO_ID"
"488","O75509","oligodendrocyte apoptotic process","GO:0097252"
"489","O75509","regulation of lipid metabolic process","GO:0019216"
"490","O75509","regulation of oligodendrocyte differentiation","GO:0048713"
"491","O75509","T cell receptor signaling pathway","GO:0050852"
"492","O75594","antimicrobial humoral immune response mediated by antimicrobial peptide","GO:0061844"
"493","O75594","antimicrobial humoral response","GO:0019730"
"494","O75594","defense response to Gram-positive bacterium","GO:0050830"
"495","O75594","detection of bacterium","GO:0016045"
"496","O75594","growth of symbiont in host","GO:0044117"
"497","O75594","innate immune response","GO:0045087"
"498","O75594","killing of cells of other organism","GO:0031640"
"499","O75594","negative regulation of inflammatory response","GO:0050728"
"500","O75594","negative regulation of interferon-gamma production","GO:0032689"
"501","O75594","negative regulation of natural killer cell differentiation involved in immune response","GO:0032827"
"502","O75594","neutrophil degranulation","GO:0043312"
"503","O75594","peptidoglycan catabolic process","GO:0009253"
"504","O75594","positive regulation of cytolysis in other organism","GO:0051714"
"505","O76036","cellular defense response","GO:0006968"
"506","O76036","natural killer cell activation","GO:0030101"
"507","O76036","regulation of immune response","GO:0050776"
"508","O76036","regulation of natural killer cell mediated cytotoxicity","GO:0042269"
"509","O76036","signal transduction","GO:0007165"
"510","O76070","adult locomotory behavior","GO:0008344"
"511","O76070","chemical synaptic transmission","GO:0007268"
"512","O76070","protein secretion","GO:0009306"
"513","O76070","regulation of dopamine secretion","GO:0014059"
"514","O76070","regulation of neurotransmitter secretion","GO:0046928"
"515","O76070","synapse organization","GO:0050808"
"516","O94985","cell adhesion","GO:0007155"
"517","O94985","homophilic cell adhesion via plasma membrane adhesion molecules","GO:0007156"
"518","O94985","neurotransmitter receptor transport to postsynaptic membrane","GO:0098969"
"519","O94985","positive regulation of synapse assembly","GO:0051965"
"520","O94985","positive regulation of synaptic transmission","GO:0050806"
"521","O94985","regulation of cell growth","GO:0001558"
"522","O94985","regulation of synapse maturation","GO:0090128"
"523","O94985","vesicle-mediated transport in synapse","GO:0099003"
"524","O95445","cholesterol efflux","GO:0033344"
"525","O95445","cholesterol homeostasis","GO:0042632"
"526","O95445","high-density lipoprotein particle assembly","GO:0034380"
"527","O95445","high-density lipoprotein particle clearance","GO:0034384"
"528","O95445","high-density lipoprotein particle remodeling","GO:0034375"
"529","O95445","lipoprotein metabolic process","GO:0042157"
"530","O95445","negative regulation of plasma lipoprotein oxidation","GO:0034445"
"531","O95445","response to glucose","GO:0009749"
"532","O95445","retinoid metabolic process","GO:0001523"
"533","O95445","reverse cholesterol transport","GO:0043691"
"534","O95630","mitotic cytokinesis","GO:0000281"
"535","O95630","negative regulation of neuron apoptotic process","GO:0043524"
"536","O95630","negative regulation of phosphatidylinositol 3-kinase signaling","GO:0014067"
"537","O95630","negative regulation of Ras protein signal transduction","GO:0046580"
"538","O95630","positive regulation of cell population proliferation","GO:0008284"
"539","O95630","protein deubiquitination","GO:0016579"
"540","O95630","protein K63-linked deubiquitination","GO:0070536"
"541","O95630","receptor signaling pathway via JAK-STAT","GO:0007259"
"542","O95727","adaptive immune response","GO:0002250"
"543","O95727","cell recognition","GO:0008037"
"544","O95727","detection of stimulus","GO:0051606"
"545","O95727","detection of tumor cell","GO:0002355"
"546","O95727","positive regulation of cytokine secretion","GO:0050715"
"547","O95727","positive regulation of natural killer cell mediated cytotoxicity","GO:0045954"
"548","O95727","positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target","GO:0002860"
"549","O95727","regulation of immune response","GO:0050776"
"550","O95750","fibroblast growth factor receptor signaling pathway","GO:0008543"
"551","O95750","MAPK cascade","GO:0000165"
"552","O95750","negative regulation of bile acid biosynthetic process","GO:0070858"
"553","O95750","negative regulation of gene expression","GO:0010629"
"554","O95750","nervous system development","GO:0007399"
"555","O95750","positive regulation of cell population proliferation","GO:0008284"
"556","O95750","positive regulation of ERK1 and ERK2 cascade","GO:0070374"
"557","O95750","positive regulation of glucose import","GO:0046326"
"558","O95750","positive regulation of JNK cascade","GO:0046330"
"559","O95750","positive regulation of protein kinase B signaling","GO:0051897"
"560","O95750","positive regulation of protein phosphorylation","GO:0001934"
"561","O95760","defense response to virus","GO:0051607"
"562","O95760","extrinsic apoptotic signaling pathway","GO:0097191"
"563","O95760","interaction with symbiont via secreted substance","GO:0052213"
"564","O95760","interleukin-33-mediated signaling pathway","GO:0038172"
"565","O95760","microglial cell activation involved in immune response","GO:0002282"
"566","O95760","microglial cell proliferation","GO:0061518"
"567","O95760","negative regulation of immunoglobulin secretion","GO:0051025"
"568","O95760","negative regulation of interferon-gamma production","GO:0032689"
"569","O95760","negative regulation of leukocyte migration","GO:0002686"
"570","O95760","negative regulation of T-helper 1 type immune response","GO:0002826"
"571","O95760","positive regulation of chemokine secretion","GO:0090197"
"572","O95760","positive regulation of immunoglobulin secretion","GO:0051024"
"573","O95760","positive regulation of inflammatory response","GO:0050729"
"574","O95760","positive regulation of interleukin-13 production","GO:0032736"
"575","O95760","positive regulation of interleukin-4 production","GO:0032753"
"576","O95760","positive regulation of interleukin-5 production","GO:0032754"
"577","O95760","positive regulation of interleukin-6 production","GO:0032755"
"578","O95760","positive regulation of macrophage activation","GO:0043032"
"579","O95760","positive regulation of neuroinflammatory response","GO:0150078"
"580","O95760","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","GO:0032436"
"581","O95760","positive regulation of transcription by RNA polymerase II","GO:0045944"
"582","O95760","positive regulation of type 2 immune response","GO:0002830"
"583","O95760","protein deubiquitination","GO:0016579"
"584","O95998","cellular response to cytokine stimulus","GO:0071345"
"585","O95998","interleukin-18-mediated signaling pathway","GO:0035655"
"586","O95998","T-helper 1 type immune response","GO:0042088"
"587","P00441","activation of MAPK activity","GO:0000187"
"588","P00441","anterograde axonal transport","GO:0008089"
"589","P00441","auditory receptor cell stereocilium organization","GO:0060088"
"590","P00441","cell aging","GO:0007569"
"591","P00441","cellular iron ion homeostasis","GO:0006879"
"592","P00441","cellular response to ATP","GO:0071318"
"593","P00441","cellular response to cadmium ion","GO:0071276"
"594","P00441","cellular response to oxidative stress","GO:0034599"
"595","P00441","cellular response to potassium ion","GO:0035865"
"596","P00441","embryo implantation","GO:0007566"
"597","P00441","glutathione metabolic process","GO:0006749"
"598","P00441","heart contraction","GO:0060047"
"599","P00441","hydrogen peroxide biosynthetic process","GO:0050665"
"600","P00441","interleukin-12-mediated signaling pathway","GO:0035722"
"601","P00441","locomotory behavior","GO:0007626"
"602","P00441","muscle cell cellular homeostasis","GO:0046716"
"603","P00441","myeloid cell homeostasis","GO:0002262"
"604","P00441","negative regulation of cholesterol biosynthetic process","GO:0045541"
"605","P00441","negative regulation of inflammatory response","GO:0050728"
"606","P00441","negative regulation of neuron apoptotic process","GO:0043524"
"607","P00441","neurofilament cytoskeleton organization","GO:0060052"
"608","P00441","ovarian follicle development","GO:0001541"
"609","P00441","peripheral nervous system myelin maintenance","GO:0032287"
"610","P00441","placenta development","GO:0001890"
"611","P00441","platelet degranulation","GO:0002576"
"612","P00441","positive regulation of apoptotic process","GO:0043065"
"613","P00441","positive regulation of catalytic activity","GO:0043085"
"614","P00441","positive regulation of cytokine production","GO:0001819"
"615","P00441","positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","GO:1902177"
"616","P00441","positive regulation of phagocytosis","GO:0050766"
"617","P00441","positive regulation of superoxide anion generation","GO:0032930"
"618","P00441","reactive oxygen species metabolic process","GO:0072593"
"619","P00441","regulation of blood pressure","GO:0008217"
"620","P00441","regulation of GTPase activity","GO:0043087"
"621","P00441","regulation of mitochondrial membrane potential","GO:0051881"
"622","P00441","regulation of multicellular organism growth","GO:0040014"
"623","P00441","regulation of organ growth","GO:0046620"
"624","P00441","regulation of protein kinase activity","GO:0045859"
"625","P00441","regulation of T cell differentiation in thymus","GO:0033081"
"626","P00441","relaxation of vascular smooth muscle","GO:0060087"
"627","P00441","removal of superoxide radicals","GO:0019430"
"628","P00441","response to amphetamine","GO:0001975"
"629","P00441","response to antipsychotic drug","GO:0097332"
"630","P00441","response to axon injury","GO:0048678"
"631","P00441","response to carbon monoxide","GO:0034465"
"632","P00441","response to copper ion","GO:0046688"
"633","P00441","response to drug","GO:0042493"
"634","P00441","response to ethanol","GO:0045471"
"635","P00441","response to heat","GO:0009408"
"636","P00441","response to hydrogen peroxide","GO:0042542"
"637","P00441","response to organic substance","GO:0010033"
"638","P00441","response to superoxide","GO:0000303"
"639","P00441","retina homeostasis","GO:0001895"
"640","P00441","retrograde axonal transport","GO:0008090"
"641","P00441","sensory perception of sound","GO:0007605"
"642","P00441","spermatogenesis","GO:0007283"
"643","P00441","superoxide anion generation","GO:0042554"
"644","P00441","superoxide metabolic process","GO:0006801"
"645","P00441","thymus development","GO:0048538"
"646","P00441","transmission of nerve impulse","GO:0019226"
"647","P00533","activation of phospholipase A2 activity by calcium-mediated signaling","GO:0043006"
"648","P00533","activation of phospholipase C activity","GO:0007202"
"649","P00533","astrocyte activation","GO:0048143"
"650","P00533","cell-cell adhesion","GO:0098609"
"651","P00533","cell differentiation","GO:0030154"
"652","P00533","cell population proliferation","GO:0008283"
"653","P00533","cell surface receptor signaling pathway","GO:0007166"
"654","P00533","cellular response to amino acid stimulus","GO:0071230"
"655","P00533","cellular response to cadmium ion","GO:0071276"
"656","P00533","cellular response to dexamethasone stimulus","GO:0071549"
"657","P00533","cellular response to epidermal growth factor stimulus","GO:0071364"
"658","P00533","cellular response to estradiol stimulus","GO:0071392"
"659","P00533","cellular response to mechanical stimulus","GO:0071260"
"660","P00533","cellular response to reactive oxygen species","GO:0034614"
"661","P00533","cerebral cortex cell migration","GO:0021795"
"662","P00533","circadian rhythm","GO:0007623"
"663","P00533","digestive tract morphogenesis","GO:0048546"
"664","P00533","diterpenoid metabolic process","GO:0016101"
